9781590000000,"Basic Research Methods for Librarians, Fifth Edition","Lynn Silipigni Connaway, Ronald R. Powell",ABC-CLIO,9/17/2010,370
9780840000000,Metadata Fundamentals for All Librarians,Priscilla Caplan,American Library Association,2003-01,192
9780790000000,"Readers, Reading, and Librarians",William A. Katz,Psychology Press,2001,219
9780840000000,How Libraries and Librarians Help,"Joan C. Durrance, Karen E. Fisher, Marian Bouch Hinton",American Library Association,2005,183
9781920000000,Africa's Peacemaker?,Kurt Shillinger,Jacana Media,2009,260
9780520000000,Slavery in Dutch South Africa,Nigel Worden,Cambridge University Press,4/25/1985,207
9780200000000,Encyclopedia of Africa,"Anthony Appiah, Henry Louis Gates",Oxford University Press on Demand,2010,1392
9780800000000,Contemporary Social Issues in Africa,Mokong Simon Mapadimeng,African Books Collective,2010,267
9781920000000,Animal Rights in South Africa,Michelè Pickover,Juta and Company Ltd,2005,210
9781910000000,Oral Literature in Africa,Ruth Finnegan,Open Book Publishers,2012-09,614
9780680000000,The Africa Cookbook,Jessica B. Harris,Simon and Schuster,1998,382
9780390000000,The Traveler,John Twelve Hawks,Seal Books,10/29/2010,496
9781430000000,"How to Be the World's Smartest Traveler (and Save Time, Money, and Hassle)",Christopher Elliott,National Geographic Books,3/4/2014,288
9780390000000,Traveler,Arwen Elys Dayton,Delacorte Press,1/12/2016,400
9780390000000,The Travelers,Chris Pavone,Broadway Books,3/8/2016,464
9781580000000,Halachos for the Traveler,Donneal Epstein,Feldheim Publishers,2000,176
9780390000000,Seeker,Arwen Elys Dayton,Delacorte Press,2/10/2015,448
9780840000000,The Humanist as Traveler,Jonathan Haynes,Fairleigh Dickinson Univ Press,1986,159
9780540000000,If on a winter's night a traveler,Italo Calvino,Houghton Mifflin Harcourt,10/25/2012,276
9780380000000,The Seekers,Daniel Joseph Boorstin,Vintage Books USA,1999,351
9780310000000,The Lion Seeker,Kenneth Bonert,Knopf Canada,2/26/2013,512
9781450000000,SEEKER,Arwen Elys Dayton,Random House,2/12/2015,448
9780770000000,Seeker,Diane C. Layton,Destiny Image Publishers,7/28/2011,285
9780810000000,Seeker Churches,Kimon Howland Sargeant,Rutgers University Press,2000,252
9780620000000,Seeker of Knowledge,James Rumford,Houghton Mifflin Harcourt,2003-06,32
9781550000000,The Seeker,Margaret Buffie,Kids Can Press Ltd,2002,384
9783530000000,What is Stronger Than a Lion?,Brent A. Strawn,Saint-Paul,2005,587
9781570000000,Lions' Commentary on UNIX 6th Edition with Source Code,John Lions,Peer to Peer Communications,1/1/1996,254
9780530000000,Honey from the lion,Wendy Laura Belcher,E P Dutton,4/1/1988,188
9780720000000,Through the Eyes of a Lion,Levi Lusko,Thomas Nelson Inc,8/4/2015,240
9780790000000,Facing the Lion,"Joseph Lemasolai Lekuton, Herman J. Viola",National Geographic Books,2005-10,127
9780060000000,"The Lion, the Witch and the Wardrobe (adult)",C. S. Lewis,Zondervan,6/1/2005,256
9780760000000,Library Lion,"Michelle Knudsen, Kevin Hawkes",Candlewick Press,2009,48
9781400000000,The Lion's Slave,"Terry Deary, Helen Flook",Capstone,2007,64
9780700000000,Big Magic,Elizabeth Gilbert,Penguin,9/22/2015,240
9781420000000,Magic,Jeanette R. Lynton,Gibbs Smith,5/15/2011,127
9781910000000,A History of White Magic,Gareth Knight,Skylight Press,2011,207
9780870000000,Astral Magic in Babylonia,Erica Reiner,American Philosophical Society,1/1/1995,150
9780310000000,Magic Books & Paper Toys,"Esther K. Smith, Amy Kalyn Sims",Clarkson Potter,2008,146
9780270000000,Spiritual and Demonic Magic,Daniel Pickering Walker,Penn State Press,2000,244
9780760000000,A Cognitive Theory of Magic,Jesper Sørensen,Rowman Altamira,2007,218
9780140000000,Religion and the Decline of Magic,Keith Thomas,Penguin UK,1/30/2003,880
9781450000000,The Magic,Rhonda Byrne,Simon and Schuster,3/6/2012,272
9789070000000,Birth in Babylonia and the Bible,"Marten Stol, F. A. M. Wiggermann",BRILL,1/1/2000,276
9789000000000,Disease in Babylonia,"Irving L. Finkel, Markham J. Geller",BRILL,2007,226
9789070000000,Epilepsy in Babylonia,Marten Stol,BRILL,1/1/1993,155
9780300000000,The Geonim of Babylonia and the Shaping of Medieval Jewish Culture,Robert Brody,Yale University Press,1998-01,382
9788120000000,Astral Travel,"Gavin Frost, Yvonne Frost",Motilal Banarsidass Publ.,1/1/2000,240
9780310000000,The Astral,Kate Christensen,Anchor Books,2011,311
9780790000000,Astral Projection (Modus Operandi),John Mittl,Health Research Books,3/1/1993,16
9780880000000,Projection of the Astral Body,"Sylvan Joseph Muldoon, Hereward Carrington",Weiser Books,1970,319
9780840000000,The Astral Body,Arthur Edward Powell,Quest Books,1/1/1927,265
9781410000000,"The Astral Plane Its Scenery, Inhabitants, and Phenomena",C. W. Leadbeater,Wright Press,2008-06,128
9780740000000,Astral Travel for Beginners,Richard Webster,Llewellyn Worldwide,7/8/2012,256
9788120000000,Astral Odyssey,Carol Eby,Motilal Banarsidass Publ.,1/1/2002,270
9781780000000,The Astral Plane,C. W. Leadbeater,The Floating Press,5/1/2009,144
9780880000000,The Llewellyn Practical Guide to Astral Projection,"Melita Denning, Osborne Phillips",Llewellyn Worldwide,2001,239
9780310000000,The Dog Stars,Peter Heller,Vintage,8/7/2012,336
9780720000000,British Stars and Stardom,Bruce Babington,Manchester University Press,2001,260
9780230000000,African Stars,Veit Erlmann,University of Chicago Press,9/24/1991,214
9781740000000,The Fault in Our Stars,John Green,Penguin Group Australia,1/11/2012,336
9781560000000,Amazon All Stars,Rosemary Curb,Hal Leonard Corporation,1996,482
9780550000000,The Stars,H. A. Rey,Houghton Mifflin Harcourt,2008,160
9781900000000,The Amazon Journal of Roger Casement,"Sir Roger Casement, Angus Mitchell",Anaconda Editions,1997,534
9780830000000,Jews of the Amazon,Ariel Segal Freilich,Jewish Publication Society,1999,341
9780230000000,Underdeveloping the Amazon,Stephen G. Bunker,University of Chicago Press,1985-01,279
9780060000000,Amazon.com,Robert Spector,Harper Collins,3/17/2009,304
9780940000000,Amazon Peacock Bass Fishing,Larry Larsen,Larsen's Outdoor Publishing,1/1/2004,192
9780200000000,Languages of the Amazon,Alexandra Y. Aikhenvald,Oxford University Press,5/17/2012,514
9780340000000,Amazon,Dennison Berwick,Dennison Berwick,1992,241
9780520000000,Rebellion on the Amazon,Mark Harris,Cambridge University Press,9/13/2010,331
9780550000000,The Holocaust in American Life,Peter Novick,Houghton Mifflin Harcourt,9/20/2000,384
9780850000000,Social Theory After the Holocaust,"Robert Fine, Charles Turner",Liverpool University Press,2000,266
9780820000000,Absence/Presence,Steve Feinstein,Syracuse University Press,2005,356
9780800000000,Modernity and the Holocaust,Zygmunt Bauman,Cornell University Press,1989,267
9780190000000,Holocaust,Peter Longerich,Oxford University Press,4/15/2010,645
9780200000000,Hasidic Tales of the Holocaust,Yaffa Eliach,Oxford University Press on Demand,1982,266
9781620000000,The Holocaust,Marty Gitlin,ABDO,9/1/2010,112
9780300000000,Abstraction and the Holocaust,Mark Godfrey,Yale University Press,2007,294
9780690000000,Galactic Astronomy,"James Binney, Michael Merrifield",Princeton University Press,1998,796
9781550000000,NightWatch,Terence Dickinson,Firefly Books,1998,176
9780390000000,Early Astronomy,Hugh Thurston,Springer Science & Business Media,8/29/1996,268
9780740000000,Astronomy,Clay Farris Naff,"Greenhaven Press, Incorporated",2006-01,224
9781610000000,The Everything Kids' Astronomy Book,"Kathi Wagner, Sheryl Racine",Everything Books,4/1/2008,144
9780600000000,Astronomy Hacks,"Robert Bruce Thompson, Barbara Fritchman Thompson","O'Reilly Media, Inc.",2005,388
9781400000000,Galactic Dynamics,"James Binney, Scott Tremaine",Princeton University Press,10/30/2011,904
9780520000000,Quasars and Active Galactic Nuclei,"Ajit K. Kembhavi, Jayant V. Narlikar",Cambridge University Press,3/11/1999,463
9781450000000,Klingon for the Galactic Traveler,Marc Okrand,Simon and Schuster,5/17/2011,272
9780750000000,"Dust in the Galactic Environment, 2nd Edition",D.C.B Whittet,CRC Press,10/21/2002,390
9780550000000,Galactic Pot-Healer,Philip K. Dick,Houghton Mifflin Harcourt,4/16/2013,192
9780690000000,The Galactic Supermassive Black Hole,Fulvio Melia,Princeton University Press,2007,296
9780700000000,Galactic Adventures,Tristan Bancks,Univ. of Queensland Press,2012,216
9781440000000,Galactic Drifter - Love And Divorce,Ivan Henley,Lulu.com,1/1/2008,164
9780520000000,An Introduction to Active Galactic Nuclei,Bradley M. Peterson,Cambridge University Press,2/13/1997,238
9781570000000,Draw the Marvel Comics Super Heroes,Klutz Press,Klutz,1995,93
9781440000000,Thor,Martin Arnold,A&C Black,8/4/2011,225
9780060000000,Marvel Comics,Sean Howe,Harper Collins,10/1/2013,496
9780300000000,The Marvel of Maps,Francesca Fiorani,Yale University Press,2005,347
9780790000000,Marvel Graphic Novels and Related Publications,Robert G. Weiner,McFarland,3/17/2008,399
9788170000000,"Ganga, a Water Marvel","Ashok Chandra Shukla, Vandana Asthana",APH Publishing,1/1/1995,315
9780670000000,How To Draw Comics The Marvel Way,"Stan Lee, John Buscema",Simon and Schuster,9/14/1984,192
9782940000000,The Large Hadron Collider,Lyndon R. Evans,EPFL Press,2009,251
9783840000000,75 Years of Marvel Comics,Roy Thomas,Taschen,11/25/2014,711
9781610000000,The Comic Book Story of Beer,"Jonathan Hennessey, Mike Smith, Aaron McConnell",Ten Speed Press,9/22/2015,180
9780060000000,Understanding Comics,Scott McCloud,Harper Collins,4/27/1994,224
9781440000000,100 Sexiest Women in Comics,Brent Frankenhoff,Krause Publications,11/13/2011,64
9781930000000,Bound by Law,"Keith Aoki, James Boyle, Jennifer Jenkins",Soft Skull Press,2007-02,96
9780880000000,The Comics,Coulton Waugh,Univ. Press of Mississippi,1947,364
9781440000000,Comics Versus Art,Bart Beaty,University of Toronto Press,7/17/2012,288
9780820000000,Perspective! for Comic Book Artists,David Chelsea,Watson-Guptill Publications,1997,176
9781600000000,A Comics Studies Reader,"Jeet Heer, Kent Worcester",Univ. Press of Mississippi,1/1/2009,380
9781600000000,Of Comics and Men,"Jean-Paul Gabilliet, Bart Beaty, Nick Nguyen",Univ. Press of Mississippi,2010-01,390
9780420000000,The Language of Comics,Mario Saraceni,Psychology Press,2003,110
9781580000000,OFDM for Wireless Communications Systems,Ramjee Prasad,Artech House,1/1/2004,272
9781590000000,Emergency Communications,Linda K. Moore,Nova Publishers,2007,82
9780860000000,An Introduction to Satellite Communications,D. I. Dalgleish,IET,1/1/1989,338
9780860000000,Communications,Russell W. Burns,IET,2004,639
9781850000000,Broadband Power-line Communications Systems,"Justinian Anatory, Nelson Theethayi",WIT Press,1/1/2010,174
9781110000000,Integrated Marketing Communications,Lawrence Ang,Cambridge University Press,1/2/2014,400
9781290000000,"The Interpersonal Communication Book, Global Edition",Joseph A. DeVito,Pearson Higher Ed,6/1/2015,428
9780310000000,Data Communications Principles,"Richard D. Gitlin, Jeremiah Hayes, Stephen B. Weinstein",Springer Science & Business Media,9/30/1992,733
9781420000000,Effective Communications for Project Management,"Ralph L. Kliem, PMP",CRC Press,11/28/2007,240
9780830000000,Culturally Speaking,Helen Spencer-Oatey,A&C Black,6/1/2004,381
9781470000000,Talk Like TED,Carmine Gallo,St. Martin's Press,3/4/2014,288
9780530000000,Confident Public Speaking,Deanna Sellnow,Cengage Learning,4/7/2004,544
9780500000000,Cengage Advantage Books: Essentials of Public Speaking,Cheryl Hamilton,Cengage Learning,2/7/2011,432
9780140000000,Speaking Freely,Floyd Abrams,Penguin,2006,320
9780260000000,Speaking,Willem J. M. Levelt,MIT Press,1993,566
9781130000000,On Not Speaking Chinese,Ien Ang,Routledge,7/8/2005,240
9780230000000,Speaking Into the Air,John Durham Peters,University of Chicago Press,2000,293
9780810000000,Speaking (La Parole),Georges Gusdorf,Northwestern University Press,12/1/1979,132
9789030000000,Speaking Back,Katharine Gelber,John Benjamins Publishing,2002,176
9780500000000,Public Speaking: Concepts and Skills for a Diverse Society,Clella Iles Jaffe,Cengage Learning,2006-01,448
9781600000000,The Art of Public Speaking,Dale Carnegie,"Cosimo, Inc.",11/1/2007,528
9780270000000,How to be Brilliant at Public Speaking,Sarah Lloyd-Hughes,FT Press,2011,247
9781290000000,Cengage Advantage Series: Essentials of Public Speaking,Cheryl Hamilton,Cengage Learning,3/25/2014,408
9781440000000,TED TALKS: The Official TED Guide to Public Speaking,Chris J. Anderson,HarperCollins,5/3/2016,288
9781430000000,Public Speaking,W. A. Kelly Huff,Peter Lang,2008,194
9781850000000,The Art Of Public Speaking,Vijaya Kumar,Sterling Publishers Pvt. Ltd,9/11/2013,96
9780740000000,Teaching Sport Concepts and Skills,"Stephen A. Mitchell, Judith L. Oslin, Linda L. Griffin",Human Kinetics,2006,547
9780440000000,Developing Poetry Skills,Geoff Barton,Heinemann,1998,128
9781130000000,Conservation Skills,Chris Caple,Routledge,11/12/2012,247
9781440000000,People Skills,Robert Bolton,Simon and Schuster,11/24/2009,324
9780520000000,The Skills of Argument,Deanna Kuhn,Cambridge University Press,7/26/1991,324
9781480000000,100 Deadly Skills,Clint Emerson,Simon and Schuster,10/13/2015,272
9780440000000,Skills in Food Technology,Jenny Ridgwell,Heinemann,1997,96
9780680000000,Lost Laysen,Margaret Mitchell,Simon and Schuster,5/6/1997,128
9780550000000,Lost and Found,Shaun Tan,Scholastic Inc.,2011,128
9789000000000,Lost Books,"Flavia Bruni, Andrew Pettegree",Library of the Written Word,2016-04,526
9780800000000,Literature of the Lost Home,"Hideo Kobayashi, Paul Anderer",Stanford University Press,2000,177
9781550000000,Finding Lost,Nikki Stafford,ECW Press,12/16/2010,279
9781100000000,Lost in Cyberspace,Richard Peck,Penguin,9/1/1997,160
9780390000000,The Lost Book of Mormon,Avi Steinberg,Anchor,10/21/2014,288
9780740000000,The Great Gatsby,F. Scott Fitzgerald,Simon and Schuster,5/27/2003,165
9780550000000,Kung Fu High School,Ryan Gattis,Houghton Mifflin Harcourt,9/5/2005,288
9781420000000,Differentiation in Middle and High School,"Kristina J. Doubet, Jessica A. Hockett",ASCD,7/14/2015,295
9781930000000,The Social Skills Picture Book,Jed Baker,Future Horizons,2006,177
9781470000000,Surviving High School,"Lele Pons, Melissa de la Cruz",Simon and Schuster,4/5/2016,272
9780940000000,High School Money Book,Don Silver,Adams Hall Pub,11/30/2006,162
9780310000000,How to Be a High School Superstar,Cal Newport,Three Rivers Press,7/27/2010,272
9780770000000,Teens Guide to College & Career Planning,Peterson's,Peterson's,3/11/2008,224
9780520000000,Modernisms,Peter Nicholls,Univ of California Press,1995,368
9780140000000,The Guide,R. K. Narayan,Penguin,1988,220
9780030000000,The Complete Idiot's Guide to Native American History,Walter C. Fleming,Penguin,2003,311
9780810000000,A Practical Guide to the Marine Animals of Northeastern North America,Leland W. Pollock,Rutgers University Press,1998,367
9780300000000,"Web Style Guide, 3rd edition",unknown,Yale University Press,2008,338
9781570000000,Physical Fitness,"Ernest M. Burgess, Albert Rappoport",DIANE Publishing,1993,245
9781850000000,The Totally Geeky Guide to the Princess Bride,Maryann Johanson,Lulu.com,2006,92
9780760000000,Practical Evaluation Guide,"Judy Diamond, Jessica J. Luke, David H. Uttal",Rowman Altamira,9/16/2009,160
9781620000000,Titanium,Matthew J. Donachie,ASM International,2000,381
9780060000000,Louder Than Hell,"Jon Wiederhorn, Katherine Turman",Harper Collins,5/14/2013,768
9780760000000,The Encyclopedia of Heavy Metal,"Daniel Bukszpan, Ronnie James Dio",Barnes & Noble Publishing,2003,300
9781940000000,Black Metal,Dayal Patterson,Feral House,11/25/2013,600
9780200000000,The Hardness of Metals,D. Tabor,Oxford University Press,8/3/2000,175
9780980000000,Swedish Death Metal,Daniel Ekeroth,Bazillion Points Books,2008,447
9783540000000,The Mott Metal-Insulator Transition,Florian Gebhard,Springer Science & Business Media,3/20/1997,318
9780760000000,The Big Book of Hair Metal,Martin Popoff,Voyageur Press (MN),8/15/2014,224
9781550000000,Heavy Metal Fun Time Activity Book,"Aye Jay Morano, Aye Jay",ECW Press,9/1/2007,48
9780120000000,The Psychology of Music,Diana Deutsch,Gulf Professional Publishing,1999,807
9780800000000,All You Need to Know About the Music Business,Donald S. Passman,RosettaBooks,5/18/2011,480
9780790000000,Genesis of a Music,Harry Partch,Da Capo Press,8/5/2009,544
9780800000000,Music in the Moment,Jerrold Levinson,Cornell University Press,1997,184
9780420000000,Music in Shakespearean Tragedy,Frederick William Sternfeld,Psychology Press,1963,334
9781840000000,My First Classical Music Book,Genevieve Helsby,Naxos Audio Books,10/1/2008,64
9781320000000,Music Education,Clint Randles,Routledge,9/19/2014,368
9780520000000,The Music of John Cage,James Pritchett,Cambridge University Press,3/14/1996,223
9780840000000,Pitchman's Melody: Shaw about \Shakespear.\,Jerry Lutz,Bucknell University Press,1974,175
9780760000000,HomeMade Modern,Ben Uyeda,Running Press,5/26/2015,224
9780390000000,The Enlightenment: The rise of modern paganism,Peter Gay,W. W. Norton & Company,1995,592
9781450000000,The Modern Book of the Dead,Ptolemy Tompkins,Simon and Schuster,2/14/2012,304
9780200000000,"Church and State in Early Modern England, 1509-1640",Leo F. Solt,Oxford University Press,4/19/1990,288
9780780000000,Modern Epidemiology,"Kenneth J. Rothman, Sander Greenland, Timothy L. Lash",Lippincott Williams & Wilkins,2008,758
9781610000000,Modern Japanese Art and the Meiji State,Dōshin Satō,Getty Publications,2011,365
9780200000000,Church and State in the Modern Age,J. F. Maclear,Oxford University Press on Demand,1995,510
9780200000000,Oxford Dictionary of Modern Quotations,Elizabeth Knowles,Oxford University Press,8/23/2007,479
9780700000000,Modern Romance,"Aziz Ansari, Eric Klinenberg",Penguin,6/16/2015,288
9780300000000,Victorian Babylon,Lynda Nead,Yale University Press,2000,251
9780280000000,Family Ties in Victorian England,Claudia Nelson,Greenwood Publishing Group,2007,196
9780200000000,Victorian Soundscapes,John M. Picker,Oxford University Press,9/4/2003,220
9780800000000,Victorian Faith in Crisis,Richard J. Helmstadter,Stanford University Press,1990,391
9780800000000,The Victorian Internet,Tom Standage,Bloomsbury Publishing USA,5/26/2009,256
9780230000000,Victorian Sensation,James A. Secord,University of Chicago Press,2000,624
9781860000000,Late Victorian Holocausts,Mike Davis,Verso,1/1/2001,464
9781410000000,The Late Victorian Gothic,Hilary Grimes,"Ashgate Publishing, Ltd.",1/1/2011,188
9780200000000,Hannah More,Anne Stott,"Oxford University Press, USA",2003,384
9781560000000,Remembering Elizabeth Bishop,"Gary Fountain, Peter Brazeau",Univ of Massachusetts Press,1996-02,408
9780740000000,Elizabeth,"Jean-Rae Turner, Richard T. Koles",Arcadia Publishing,8/27/2003,160
9780810000000,"The Selected Papers of Elizabeth Cady Stanton and Susan B. Anthony: When clowns make laws for queens, 1880-1887","Elizabeth Cady Stanton, Ann Dexter Gordon",Rutgers University Press,2006,587
9780520000000,The Printing Revolution in Early Modern Europe,Elizabeth L. Eisenstein,Cambridge University Press,9/12/2005,384
9781850000000,Elizabeth I,David Loades,A&C Black,5/30/2003,410
9781860000000,Bohemians,Elizabeth Wilson,Tauris Parke Paperbacks,2003,275
9781590000000,"Everest: The West Ridge, Anniversary Edition",Thomas F. Hornbein,Mountaineers Books,3/13/2013,304
9780550000000,The Contest,Gordon Korman,Scholastic Paperbacks,2012-02,137
9780760000000,DK Eyewitness Books: Everest,Rebecca Stephens,Penguin,3/28/2001,66
9780550000000,The Top of the World,Steve Jenkins,Houghton Mifflin Harcourt,4/29/2002,32
9781870000000,Everest,Jim Howes,Nelson Thornes,2001,32
9780330000000,Into Thin Air,Jon Krakauer,Pan Macmillan,7/6/2011,304
9780690000000,Life and Death on Mt. Everest,Sherry B. Ortner,Princeton University Press,1999,376
9781430000000,Dark Summit,Nick Heil,Macmillan,4/29/2008,288
9781590000000,Sport Climbing,Andrew Bisharat,The Mountaineers Books,2009,254
9781560000000,Climb,"Clint Willis, David Roberts",Da Capo Press,2000,259
9781430000000,Climb Higher,"Scott McKenzie, Kristine Perry Miller",Abingdon Press,2011,128
9780690000000,A Time to Climb,"Wendy Wax, Artful Doodlers",Simon and Schuster,1/1/2004,32
9781430000000,Free Climb,"Jake Maddox, Sean Tiffany, Bob Temple",Capstone,8/1/2008,63
9780440000000,The Climb,Gordon Korman,Scholastic Inc.,2002,151
9781620000000,Two Mountains to Climb,Philip C. Keeling,Tate Publishing,2010-07,121
9780760000000,How to Rock Climb!,John Long,Falcon Guides,2010,320
